Datetime,SAUXX,TURXX,INDXX,CHNXX
09/01/2015 07:00,0.362023421,0.081416275,0.093917767,0.586001192
09/01/2015 08:00,0.348294141,0.076629416,0.083910806,0.580942933
09/01/2015 09:00,0.314460478,0.083849704,0.079053951,0.570074913
09/01/2015 10:00,0.283645748,0.109107904,0.071667852,0.535941148
09/01/2015 11:00,0.26493479,0.133714627,0.077271142,0.551878117
09/01/2015 12:00,0.265439562,0.157119084,0.092208622,0.562103994
09/01/2015 13:00,0.274172379,0.170026952,0.114310089,0.567390933
09/01/2015 14:00,0.283222246,0.190273529,0.13099113,0.567834357
09/01/2015 15:00,0.313413723,0.205236532,0.144063552,0.568243513
09/01/2015 16:00,0.333947141,0.208029371,0.151157165,0.56417056
09/01/2015 17:00,0.351252153,0.205145984,0.155299193,0.559755208
09/01/2015 18:00,0.352141309,0.200978595,0.156327415,0.552018921
09/01/2015 19:00,0.345499508,0.198770503,0.155764713,0.540658339
09/01/2015 20:00,0.336888669,0.205846703,0.158763968,0.528626422
09/01/2015 21:00,0.327200674,0.206941854,0.161964469,0.517180386
09/01/2015 22:00,0.305530688,0.218763646,0.149648348,0.476595504
09/01/2015 23:00,0.304567081,0.223345847,0.151530076,0.484380584
10/01/2015 00:00,0.301877765,0.226140945,0.154074538,0.482230059
10/01/2015 01:00,0.303887298,0.229574155,0.156244225,0.459858182
10/01/2015 02:00,0.298181277,0.220881682,0.158940793,0.443972532
10/01/2015 03:00,0.292973873,0.20782831,0.138034678,0.444721193
10/01/2015 04:00,0.289899084,0.195148283,0.11205547,0.452637049
10/01/2015 05:00,0.282036363,0.18131681,0.119610291,0.465253901
10/01/2015 06:00,0.237931907,0.177472661,0.123167933,0.479476105
10/01/2015 07:00,0.200279434,0.163887886,0.12118911,0.484441468
10/01/2015 08:00,0.206977617,0.127050855,0.119678964,0.474829816
10/01/2015 09:00,0.201952925,0.103328661,0.120550447,0.453708387
10/01/2015 10:00,0.176693096,0.094422031,0.109431489,0.388613869
10/01/2015 11:00,0.163752683,0.086835512,0.110761668,0.411670397
10/01/2015 12:00,0.159504501,0.078802832,0.118390327,0.420826155
10/01/2015 13:00,0.159736667,0.076606079,0.13365817,0.416837961
10/01/2015 14:00,0.162666499,0.085616296,0.147360598,0.407292976
10/01/2015 15:00,0.183666582,0.090258638,0.15412691,0.393170138
10/01/2015 16:00,0.211341508,0.09518922,0.158647121,0.376825474
10/01/2015 17:00,0.238101994,0.095059397,0.157768907,0.363227346
10/01/2015 18:00,0.260420204,0.096571347,0.152896369,0.356393695
10/01/2015 19:00,0.283052078,0.107596914,0.148496329,0.349335329
10/01/2015 20:00,0.303572239,0.11957398,0.143804017,0.345779417
10/01/2015 21:00,0.317139297,0.130590917,0.139412028,0.340931974
10/01/2015 22:00,0.314413501,0.144396508,0.12546324,0.315582361
10/01/2015 23:00,0.32472536,0.15126473,0.117790648,0.32561714
11/01/2015 00:00,0.335630163,0.16291806,0.114105676,0.325786428
11/01/2015 01:00,0.337364,0.176153391,0.111293562,0.302847703
11/01/2015 02:00,0.339243103,0.189157537,0.108380847,0.27905485
11/01/2015 03:00,0.339428671,0.197852295,0.093269086,0.274272145
11/01/2015 04:00,0.343180307,0.211108345,0.067953467,0.272895271
11/01/2015 05:00,0.337833981,0.227024317,0.067368572,0.274843314
11/01/2015 06:00,0.307257136,0.245295272,0.072481478,0.28489683
11/01/2015 07:00,0.277327,0.264624315,0.07782891,0.297920754
11/01/2015 08:00,0.286038934,0.259300369,0.083947416,0.306344923
11/01/2015 09:00,0.277938778,0.259967089,0.090781724,0.312851756
11/01/2015 10:00,0.259020505,0.301749179,0.088429365,0.296876462
11/01/2015 11:00,0.251138859,0.327632944,0.091174682,0.326698409
11/01/2015 12:00,0.246574545,0.331744904,0.101286033,0.338245096
11/01/2015 13:00,0.24923127,0.323116482,0.117970944,0.339643468
11/01/2015 14:00,0.263280982,0.31461637,0.128104942,0.335742962
11/01/2015 15:00,0.31117965,0.305703931,0.132598063,0.328727299
11/01/2015 16:00,0.370048829,0.296347929,0.130503177,0.319331728
11/01/2015 17:00,0.418447127,0.294216389,0.12374849,0.311777829
11/01/2015 18:00,0.458687941,0.292736783,0.119417134,0.304919144
11/01/2015 19:00,0.488821144,0.290622065,0.113452442,0.299045679
11/01/2015 20:00,0.508881455,0.287229027,0.109260547,0.295999518
11/01/2015 21:00,0.514443187,0.282380972,0.105443505,0.297310681
11/01/2015 22:00,0.512911673,0.27147911,0.098136159,0.296881805
11/01/2015 23:00,0.506660932,0.254921555,0.097165468,0.300441948
12/01/2015 00:00,0.492833622,0.245995742,0.093422576,0.304468827
12/01/2015 01:00,0.471308841,0.236007967,0.088746809,0.276204665
12/01/2015 02:00,0.452704591,0.220907244,0.08479274,0.236104706
12/01/2015 03:00,0.437322313,0.209940712,0.073409168,0.221750018
12/01/2015 04:00,0.429137379,0.20625814,0.0549377,0.217884244
12/01/2015 05:00,0.418682473,0.205362673,0.057945269,0.210993461
12/01/2015 06:00,0.369615343,0.208564858,0.063836381,0.20779729
12/01/2015 07:00,0.299994201,0.196358477,0.063859416,0.203383102
12/01/2015 08:00,0.271986683,0.184321847,0.064468411,0.205159501
12/01/2015 09:00,0.247102271,0.20530563,0.069247767,0.221287331
12/01/2015 10:00,0.228956741,0.225060277,0.067882483,0.230708456
12/01/2015 11:00,0.20402617,0.250139707,0.071907004,0.246411961
12/01/2015 12:00,0.18170203,0.248578133,0.081425097,0.251636285
12/01/2015 13:00,0.167054287,0.227915148,0.095322759,0.251586357
12/01/2015 14:00,0.16626858,0.1931192,0.100152752,0.249284476
12/01/2015 15:00,0.201704061,0.165175956,0.102446889,0.247977051
12/01/2015 16:00,0.237532756,0.145150524,0.101745396,0.243409483
12/01/2015 17:00,0.269026292,0.139901455,0.0992006,0.242739015
12/01/2015 18:00,0.296549127,0.142490158,0.094272217,0.245748714
12/01/2015 19:00,0.317968513,0.147120082,0.091362114,0.258403846
12/01/2015 20:00,0.333637296,0.148532901,0.089889899,0.26807751
12/01/2015 21:00,0.338143504,0.15267778,0.088639119,0.280051263
12/01/2015 22:00,0.353682903,0.179767793,0.091389914,0.270538633
12/01/2015 23:00,0.358126018,0.183987773,0.087505063,0.282854249
13/01/2015 00:00,0.350028893,0.179080617,0.090194669,0.301357793
13/01/2015 01:00,0.347805132,0.173876628,0.092433464,0.296400834
13/01/2015 02:00,0.338531391,0.171094299,0.09430586,0.275576678
13/01/2015 03:00,0.336538346,0.173675462,0.079108241,0.268661933
13/01/2015 04:00,0.326956036,0.178348311,0.060820571,0.278482539
13/01/2015 05:00,0.315361514,0.183625411,0.063595749,0.292403117
13/01/2015 06:00,0.273771159,0.195098668,0.069152578,0.311977762
13/01/2015 07:00,0.190521685,0.204230187,0.070773246,0.332878471
13/01/2015 08:00,0.163038404,0.211404187,0.074433875,0.359836446
13/01/2015 09:00,0.155437973,0.244692536,0.07921346,0.39708085
13/01/2015 10:00,0.152770025,0.303795503,0.085390422,0.413504515
13/01/2015 11:00,0.147925087,0.313006283,0.087079245,0.445101415
13/01/2015 12:00,0.153163852,0.308571348,0.091693172,0.458273269
13/01/2015 13:00,0.162322851,0.302339898,0.103371051,0.463316488
13/01/2015 14:00,0.18109865,0.305433016,0.112882694,0.465046428
13/01/2015 15:00,0.227306172,0.313579942,0.115622327,0.456690727
13/01/2015 16:00,0.264018793,0.308659307,0.115930839,0.442927492
13/01/2015 17:00,0.298416612,0.303510347,0.111826267,0.425500384
13/01/2015 18:00,0.32900639,0.303915445,0.10727863,0.414553181
13/01/2015 19:00,0.356676279,0.302635098,0.10080601,0.408691105
13/01/2015 20:00,0.376886757,0.303100872,0.098572224,0.411470928
13/01/2015 21:00,0.384414503,0.297500486,0.09512624,0.415473826
13/01/2015 22:00,0.404710157,0.330816115,0.090321045,0.396002788
13/01/2015 23:00,0.40879237,0.319428622,0.08902341,0.399880723
14/01/2015 00:00,0.40028758,0.308318541,0.086600113,0.406747463
14/01/2015 01:00,0.397833175,0.303227583,0.084729129,0.390443659
14/01/2015 02:00,0.398685303,0.307259213,0.084984913,0.344495142
14/01/2015 03:00,0.401971069,0.318050219,0.070102334,0.3299584
14/01/2015 04:00,0.402293974,0.326939502,0.053243099,0.315404562
14/01/2015 05:00,0.403200174,0.330825371,0.057050144,0.297713696
14/01/2015 06:00,0.385096804,0.335330524,0.06486929,0.294427973
14/01/2015 07:00,0.303093122,0.317498248,0.068978286,0.296351743
14/01/2015 08:00,0.29266316,0.316637496,0.073275232,0.29824583
14/01/2015 09:00,0.317363215,0.328312089,0.078846574,0.313699939
14/01/2015 10:00,0.336442784,0.348795324,0.080246614,0.310225958
14/01/2015 11:00,0.344703715,0.357355805,0.082181782,0.32583654
14/01/2015 12:00,0.345644484,0.362293095,0.088057521,0.336302857
14/01/2015 13:00,0.330673989,0.358253451,0.098537734,0.334306912
14/01/2015 14:00,0.321808333,0.351289041,0.10268894,0.332967227
14/01/2015 15:00,0.321344334,0.34762238,0.103572213,0.326536031
14/01/2015 16:00,0.330204066,0.349180487,0.1045031,0.315123923
14/01/2015 17:00,0.33535063,0.341047222,0.106305147,0.300000517
14/01/2015 18:00,0.335594037,0.330798306,0.104654851,0.284439376
14/01/2015 19:00,0.333249799,0.310631167,0.104525784,0.276415667
14/01/2015 20:00,0.326669565,0.291429129,0.10565088,0.272937008
14/01/2015 21:00,0.324313804,0.274428075,0.105773815,0.278064639
14/01/2015 22:00,0.309209151,0.243941671,0.109678165,0.27337744
14/01/2015 23:00,0.306215942,0.227086041,0.105280727,0.283283581
15/01/2015 00:00,0.306871506,0.216851288,0.103443252,0.299568456
15/01/2015 01:00,0.306242687,0.207046062,0.100166699,0.303031112
15/01/2015 02:00,0.30788843,0.19061099,0.099677059,0.279471367
15/01/2015 03:00,0.301908533,0.178819995,0.087074809,0.265129548
15/01/2015 04:00,0.29296512,0.166729425,0.060216897,0.271156744
15/01/2015 05:00,0.284814462,0.150228391,0.057754094,0.266043181
15/01/2015 06:00,0.248042539,0.136284021,0.066758847,0.268536067
15/01/2015 07:00,0.193360104,0.11608106,0.075332047,0.278028034
15/01/2015 08:00,0.196411312,0.097242136,0.085679383,0.292640286
15/01/2015 09:00,0.194686273,0.089545739,0.09598953,0.314959469
15/01/2015 10:00,0.195517952,0.094791152,0.094405503,0.319063108
15/01/2015 11:00,0.187748759,0.093539922,0.097274744,0.348636742
15/01/2015 12:00,0.186704509,0.096251585,0.108922777,0.364406648
15/01/2015 13:00,0.197749199,0.092336956,0.129410583,0.366701678
15/01/2015 14:00,0.220156735,0.082959775,0.141643553,0.359244344
15/01/2015 15:00,0.273207113,0.076159583,0.142862697,0.339376783
15/01/2015 16:00,0.326422338,0.068061968,0.139743832,0.325542096
15/01/2015 17:00,0.368240777,0.060275432,0.131976754,0.321558987
15/01/2015 18:00,0.388148927,0.05812632,0.121559808,0.317861747
15/01/2015 19:00,0.397868814,0.056095372,0.112096408,0.311947405
15/01/2015 20:00,0.410184255,0.057618272,0.106303949,0.30667962
15/01/2015 21:00,0.423433244,0.06485078,0.099537521,0.299935037
15/01/2015 22:00,0.441851287,0.074409816,0.101121757,0.294310272
15/01/2015 23:00,0.457809772,0.08045086,0.093762696,0.290597047
16/01/2015 00:00,0.469283467,0.090433505,0.087627154,0.288054053
16/01/2015 01:00,0.481443026,0.10419311,0.081261817,0.277791927
16/01/2015 02:00,0.494686112,0.11678377,0.077456212,0.24795654
16/01/2015 03:00,0.500923554,0.125304514,0.063399796,0.23012763
16/01/2015 04:00,0.499005202,0.130610893,0.04642775,0.230625786
16/01/2015 05:00,0.481244714,0.139347189,0.04995547,0.239697358
16/01/2015 06:00,0.401495584,0.152718804,0.051458684,0.2585086
16/01/2015 07:00,0.368841801,0.156671154,0.050401831,0.288336631
16/01/2015 08:00,0.39780577,0.142385892,0.054792802,0.314788772
16/01/2015 09:00,0.401539155,0.170207851,0.060879585,0.345995298
16/01/2015 10:00,0.351998318,0.21775681,0.066032054,0.363603097
16/01/2015 11:00,0.322378446,0.260945558,0.07037884,0.396817882
16/01/2015 12:00,0.301091524,0.274350015,0.071977742,0.415393493
16/01/2015 13:00,0.289403106,0.252868765,0.080520155,0.418690871
16/01/2015 14:00,0.281806644,0.233627338,0.088835465,0.41379658
16/01/2015 15:00,0.313945223,0.220504114,0.09542539,0.403507859
16/01/2015 16:00,0.354487146,0.217252821,0.10073925,0.397546461
16/01/2015 17:00,0.382556029,0.21861776,0.103977467,0.402181459
16/01/2015 18:00,0.395838626,0.223219947,0.103044336,0.408793411
16/01/2015 19:00,0.399443698,0.229780387,0.099034737,0.418625159
16/01/2015 20:00,0.399806494,0.229391985,0.095008386,0.42197736
16/01/2015 21:00,0.390262716,0.230685603,0.091829817,0.417810327
16/01/2015 22:00,0.38903671,0.235651911,0.095430717,0.399457978
16/01/2015 23:00,0.381555728,0.215097033,0.091531741,0.385782584
17/01/2015 00:00,0.37275817,0.192654867,0.088967816,0.36650805
17/01/2015 01:00,0.364929253,0.185119674,0.088216522,0.332521077
17/01/2015 02:00,0.359662025,0.17749955,0.088290317,0.286462933
17/01/2015 03:00,0.352987705,0.168090048,0.078768847,0.288966341
17/01/2015 04:00,0.344501481,0.173431501,0.056897139,0.296041415
17/01/2015 05:00,0.327305661,0.186376705,0.052891924,0.299840638
17/01/2015 06:00,0.280144141,0.204534357,0.054479898,0.300979008
17/01/2015 07:00,0.25751565,0.205896384,0.056194236,0.296965679
17/01/2015 08:00,0.281656518,0.20864478,0.059979075,0.284399908
17/01/2015 09:00,0.299464896,0.279656595,0.063476259,0.273633209
17/01/2015 10:00,0.306025293,0.364751486,0.068126176,0.265061967
17/01/2015 11:00,0.313062478,0.421758597,0.073143038,0.281310977
17/01/2015 12:00,0.321158569,0.424572129,0.081754712,0.295654898
17/01/2015 13:00,0.332773868,0.408396897,0.101981765,0.305806438
