Datetime,SAUXX,TURXX,INDXX,CHNHK,CHNMA ,CHNAN ,CHNBE,CHNCH,CHNFU,CHNGA,CHNGD,CHNGX,CHNGU,CHNHA,CHNHB,CHNHJ,CHNHE,CHNHU,CHNHN,CHNWM,CHNEM,CHNJS,CHNJX,CHNJI,CHNLI,CHNNI,CHNQI,CHNSI,CHNSD,CHNSH,CHNSX,CHNSC,CHNTJ,CHNTI,CHNXI,CHNYU,CHNZH
01/01/2015 23:00,0,0.170073811,0.256107262,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713,0.673817713
02/01/2015 00:00,0,0.175072784,0.264824585,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329,0.68926329
02/01/2015 01:00,0,0.18869158,0.268973025,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616,0.700641616
02/01/2015 02:00,0,0.193873596,0.25538378,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677,0.703043677
02/01/2015 03:00,2.12E-10,0.187478356,0.242468593,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445,0.684010445
02/01/2015 04:00,0.001974748,0.183717299,0.214907879,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244,0.658492244
02/01/2015 05:00,0.075704835,0.188537713,0.179091988,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817,0.633825817
02/01/2015 06:00,0.216073742,0.197889724,0.138561213,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552,0.61179552
02/01/2015 07:00,0.344995338,0.216991125,0.107018677,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171,0.609991171
02/01/2015 08:00,0.45256691,0.234803994,0.092240322,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946,0.623927946
02/01/2015 09:00,0.517642985,0.252836334,0.093924306,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691,0.648541691
02/01/2015 10:00,0.534259067,0.27706129,0.101145432,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911,0.628544911
02/01/2015 11:00,0.502919476,0.327490648,0.110593206,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887,0.674597887
02/01/2015 12:00,0.44881143,0.358892607,0.118053555,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257,0.706912257
02/01/2015 13:00,0.414272538,0.387263711,0.129342265,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985,0.721210985
02/01/2015 14:00,0.194495944,0.392963505,0.141728273,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625,0.735964625
02/01/2015 15:00,0,0.362996961,0.149744728,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478,0.754481478
